ter_id,nombre,lugar_over,direccion,provincia,departamento,telefono,latitud,longitud
514,PIURA / PIURA / 26 DE OCTUBRE / AV. GULLMAN,AV. GULLMAN,"A.A.H.H. CONSUELO DE VELASCO 1 ETAPA SECTOR B MZ LT.18  26 DE OCTUBRE – PIURA, REF. CRUCE AV. CIRCUNVALACIÓN CON AV. GULLMAN AL COSTADO DE LA FERRETERIA LOS REYES",PIURA,PIURA,(01) 500 7878,-51.979.627.644.128,-80.642.655.599.997
515,MOQUEGUA / ILO / PACOCHA / ILO PACOCHA,ILO PACOCHA,"AGRUPACIÓN DE FAMILIAS PUEBLO NUEVO M.Z E2 LT. COM2A SECT. II – ILO - MOQUEGUA, REF. AL COSTADO DEL BANCO BCP",ILO,MOQUEGUA,(01) 500 7878,-17.614.692.860.029,-71.338.305.548.056
516,MADRE DE DIOS / TAMBOPATA / TAMBOPATA / AV 15 DE AGOSTO,AV 15 DE AGOSTO,"AV. 15 DE AGOSTO N° 529, TAMBOPATA - TAMBOPATA - MADRE DE DIOS, REF. A ESPALDAS DEL COLEGIO CARLOS FERMIN FITZCARRALD / CRUCE CON JR. ICA",TAMBOPATA,MADRE DE DIOS,(01) 500 7878,-12.590.861.310.162,-69.189.889.605.433
517,CUSCO / CUSCO / SAN SEBASTIAN / VIA EXPRESA SUR,VIA EXPRESA SUR,"URB. TUPAC AMARU B-1-2 SAN SEBASTIAN – CUSCO, REF. TERMINANDO LA VIA EXPRESA ZONA SUR",CUSCO,CUSCO,(01) 500 7878,-13.539.137.908.489,-71.906.443.678.608
519,LIMA / HUAURA / SAYAN / SAYAN,SAYAN,"CALLE NARANJO N° 211.SAYAN - HUAURA - LIMA, REF. A MEDIA CDRA. DE LA PLAZA DE ARMAS Y DE LA MUNICIPALIDAD ",HUAURA,LIMA,(01) 500 7878,-11.135.195.879.940.500,-7.719.272.381.237.350
520,CUSCO / QUISPICANCHI / URCOS / URCOS,URCOS,"MAYUPATA S/N PAUCARBAMBA, URCOS - QUISPICANCHI - CUSCO REFERENCIA: AL FRENDE DEL ESTADIO MUNICIPAL DE URCOS / AL FRENTE DEL TERMINAL TERRESTRE DE URCOS",QUISPICANCHI,CUSCO,(01) 500 7878,-13.683.279.585.148,-71.623.473.408.855
521,CUSCO / CALCA / PISAC / PISAC,PISAC,"AV VILCANOTA S/N, PISAC - CALCA - CUSCO, REF. A MEDIA CDRA. DEL PUENTE DE PISAC / CARRETERA A TARAY",CALCA,CUSCO,(01) 500 7878,-13.423.507.817.134,-7.185.281.378.755
522,LIMA / LIMA / CIENEGUILLA / CIENEGUILLA KM. 14.5,CIENEGUILLA KM. 14.5,"AV. ARTERIAL HUAROCHIRI D MZ. B LT. 19, ASOC. DE VIVIENDAS LAS CUMBRES DE CIENEGUILLA, LIMA, REF. AL COSTADO DE LA TIENDA MASS",LIMA,LIMA,(01) 500 7878,-12.089.303.982.280.700,-7.685.365.371.221.060
524,LA LIBERTAD / TRUJILLO / TRUJILLO / CALLE SANTA CRUZ - AMERICA SUR,CALLE SANTA CRUZ - AMERICA SUR,"CALLE SANTA CRUZ N° 389 CHICAGO - TRUJILLO - LA LIBERTAD, REF. A MEDIA CDRA. DE LA AV. AMERICA SUR/A MEDIA CUADRA DEL ESTADIO CHAN CHAN.",TRUJILLO,LA LIBERTAD,(01) 500 7878,-81.169.719.966.571,-79.017.168.118.756
529,LA LIBERTAD / PACASMAYO / PACASMAYO / PACASMAYO CENTRO,PACASMAYO CENTRO,"AV. GONZALO UGAZ SALCEDO S/N - PACASMAYO - LA LIBERTAD, REF. AL COSTADO DEL ESTADIO MUNICIPAL DE PACASMAYO / A MEDIA CDRA. DEL SUPERMERCADO TOTTUS",PACASMAYO,LA LIBERTAD,(01) 500 7878,-73.998.619.490.134,-79.566.583.624.171
530,LIMA / LIMA / LURIN / PUENTE LURIN,PUENTE LURIN,"ANTIGUA PANAMERICANA SUR, LOTE 2, MZ. B, PRIMER PISO LURÍN - LIMA, REF. A CDRA. Y MEDIA DEL CRUCE CON AV. SANTA CRUZ",LIMA,LIMA,(01) 500 7878,-1.225.508.377.880.020,-7.689.009.010.408.140
531,LIMA / LIMA / LA MOLINA / AV. LA MOLINA CDRA. 35,AV. LA MOLINA CDRA. 35,"AV. LA MOLINA (EXAV. LA UNIVERSIDAD) #3551 TDA -7 MZ. H SUBLOTE 1C, URB. EL SOL DE LA MOLINA I ETAPA LA MOLINA - LIMA, REF. A MEDIA CDRA. DEL CRUCE CON AV. EL SOL",LIMA,LIMA,,-12.085.763.100.386,-76.913.409.441.937
532,LIMA / LIMA / INDEPENDENCIA / MEGAPLAZA INDEPENDENCIA,MEGAPLAZA INDEPENDENCIA,CENTRO COMERCIAL MEGA PLAZA AV. ALFREDO MENDIOLA 3698 LIMA - INDEPENDENCIA. REF. PRIMER PISO DE MEGA PLAZA / AL COSTADO DEL ESTACIONAMIENTO DE BICICLETA,LIMA,LIMA,(01) 500 7878,-11.993.286.670.554.000,-7.706.326.926.907.900
533,TACNA / TACNA / TACNA / AV. ARIAS ARAGUEZ,AV. ARIAS ARAGUEZ,"CALLE ARIAS ARAGUEZ N° 836  TACNA, REF. A UNA CDRA. ANTES DE LLEGAR AL COLISEO PERÚ",TACNA,TACNA,(01) 500 7878,-18.006.778.378.004,-70.252.973.965.232
534,CUSCO / CUSCO / SANTIAGO / URB. BANCOPATA AV. INDUSTRIAL,URB. BANCOPATA AV. INDUSTRIAL,"AV. INDUSTRIAL URB. BANCOPATA J-20, SANTIAGO - CUSCO, REF. A 2 CDRAS. DEL OVALO PACHACUTEC, FRENTE A LA EMPRESA COCA COLA",CUSCO,CUSCO,(01) 500 7878,-1.353.302.993.621,-71.970.140.480.922
535,PUNO / SAN ROMAN / JULIACA / AV. MODESTO BORDA,AV. MODESTO BORDA,"AV. MODESTO BORDA MZ. A LT. 04 URB. ARRABAL DON JULIO, JULIACA - SAN ROMAN - PUNO, REF. DOS CDRAS. ANTES DEL GRIFO BLANCO / A DOS CDRAS. DEL SALON DE EVENTOS PARAISO AZUL",SAN ROMAN,PUNO,(01) 500 7878,-15.507.584.214.102,-70.108.751.042.171
536,LIMA / LIMA / CARABAYLLO / SANTO DOMINGO,SANTO DOMINGO,"AV. A MZ. L2 LT. 20 URB. SANTO DOMINGO – VI ETAPA CARABAYLLO - LIMA, REF. EN EL CRUCE DE LAS AV. CHILLON TRAPICHE Y AV. CAMINO REAL ",LIMA,LIMA,(01) 500 7878,-11.873.004.724.827.000,-770.290.837.822.141
537,LIMA / LIMA / SAN JUAN DE LURIGANCHO / AV. DEL MERCADO,AV. DEL MERCADO,"PROGRAMA CIUDAD MRCAL. CACERES, SECTOR III MZ. Q8 LT. 11 SAN JUAN DE LURIGANCHO - LIMA, REF. A MEDIA CDRA. DEL CRUCE DE AV. DEL MERCADO CON AV. AMPLIACION OESTE",LIMA,LIMA,(01) 500 7878,-1.193.887.049.947.230,-769.899.343.671.839
538,LIMA / LIMA / CARABAYLLO / EL PROGRESO KM 22,EL PROGRESO KM 22,"AV. TUPAC AMARU 3493 – P.J. EL PROGRESO (PARTE BAJA) MZ. K LT. 11B ZONA II, CARABAYLLO - LIMA, REF. A UNA CDRA. DEL CRUCE CON LA AV. MANUEL PRADO",LIMA,LIMA,(01) 500 7878,-11.872.316.361.141.700,-7.701.521.214.760.110
539,LIMA / LIMA / SAN MARTIN DE PORRES / AV. UNIVERSITARIA CDRA. 16,AV. UNIVERSITARIA CDRA. 16,"AV. UNIVERSITARIA 1619 - URB. MARIA GRACIA DE ANTARES MZ. B LT. 25 – SAN MARTIN DE PORRES - LIMA, REF. FRENTE AL PLAZA VEA DE UNIVERSITARIA CON TOMAS VALLE",LIMA,LIMA,(01) 500 7878,-12.010.046.601.589,-77.081.589.491.522
541,CUSCO / CUSCO / CUSCO / TICA TICA,TICA TICA,"ARCO TICATICA PUSTIPATA, LT. N° A - 11 - 2, CUSCO, REF. EN LA AV. PRINCIPAL A 3 CDRAS. DEL MERCADO TICA TICA",CUSCO,CUSCO,(01) 500 7878,-13.507.250.998.862,-71.998.752.093.836
542,TACNA / TACNA / CORONEL GREGORIO ALBARRACIN LANCHIPA / AV. MUNICIPAL,AV. MUNICIPAL,"ASOCIACIÓN LAS VILCAS  MZ. E LT. 16, GREGORIO ALBARRACÍN LANCHIPA - TACNA REF. FRENTE AL MERCADO HÉROES DEL CENEPA",TACNA,TACNA,(01) 500 7878,-18.033.417.923.278,-70.250.918.108.114
543,PIURA / PIURA / 26 DE OCTUBRE / AAHH SANTA ROSA PIURA,AAHH SANTA ROSA PIURA,"URB. SANTA ROSA MZ. D LT. 7, SECT. 7, 26 DE OCTUBRE - PIURA. REF. AV. RAUL MATA LA CRUZ CON CIRCUNVALACIÓN AL FRENTE DE REPUESTOS FRANK|",PIURA,PIURA,(01) 500 7878,-51.891.416.643.432,-80.665.360.286.188
544,LA LIBERTAD / PACASMAYO / SAN PEDRO DE LLOC / SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,"AV. VÍA DE EVITAMIENTO N° 407, SAN PEDRO DE LLOC - PACASMAYO - LA LIBERTAD, REF. A MEDIA CDRA. DE LA CALLE LIBERTAD/ A MEDIA CDRA. DEL PARADERO DE LA VIA DE EVITAMIENTO",PACASMAYO,LA LIBERTAD,(01) 500 7878,-7.432.359.975.376,-79.500.667.425.779
545,LIMA / LIMA / LA MOLINA / AV  FLORA TRISTAN,AV  FLORA TRISTAN,"AV. FLORA TRISTÁN N° 885, URB. SANTA PATRICIA III ETAPA, LA MOLINA - LIMA, REF.  A MEDIA CDRA. DE MOLISALUD",LIMA,LIMA,(01) 500 7878,-12.064.156.609.712.500,-769.455.208.508.212
547,PUNO / PUNO / PUNO / SALCEDO,SALCEDO,"URB. AZIRUNI TEPRO I ETAPA MZ. 18 LT. 52 JR LOS ROSALES – SALCEDO PUNO, REF. A UNA CDRA. DE LA AV. ESTUDIANTE / A DOS CDRAS. DE SENATI PUNO",PUNO,PUNO,(01) 500 7878,-15.871.121.071.441,-69.996.589.930.673
548,TUMBES / TUMBES / TUMBES / PAMPA GRANDE TUMBES,PAMPA GRANDE TUMBES,"MZ. 0U LT. 00A AA.HH. PAMPA GRANDE, TUMBES, REF. FRENTE A LA AV. UNIVERSITARIA, Y AL FRENTE A LA IGLESIA MORMONES Y AL LADO DE UN LAVADERO DE AUTOS.",TUMBES,TUMBES,(01) 500 7878,-35.777.440.688.748,-80.451.575.070.302
549,LAMBAYEQUE / LAMBAYEQUE / JAYANCA / JAYANCA,JAYANCA,"CALLE DIEGO FERRE N°1321 - JAYANCA - LAMBAYEQUE, REF. AL FRENTE DEL CENTRO DE SALUD DE JAYANCA / A MEDIA CDRA. DEL GRIFO ASIA",LAMBAYEQUE,LAMBAYEQUE,(01) 500 7878,-6.384.834.348.558,-79.818.776.772.611
550,JUNIN / HUANCAYO / EL TAMBO / PIO  PATA,PIO  PATA,"AV. HUANCAVELICA 1201, EL TAMBO - HUANCAYO - JUNÍN, REF. ESQUINA CON EL JR. LA VICTORIA",HUANCAYO,JUNIN,(01) 500 7878,-12.059.666.604.967,-75.221.244.266.004
551,MOQUEGUA / MARISCAL NIETO / MOQUEGUA / QUEBRADA LAS LECHUZAS CO,QUEBRADA LAS LECHUZAS CO,"SECTOR QUEBRADA LAS LECHUZAS MOQUEGUA CALLE N°1 MZ H LT. 04, MOQUEGUA - MARISCAL NIETO - MOQUEGUA, REF. QUEBRADA DE LECHUZAS",MARISCAL NIETO,MOQUEGUA,(01) 500 7878,-17.196.494.104.692,-7.094.804.437.675
552,TUMBES / TUMBES / LA CRUZ / LA CRUZ  TUMBES,LA CRUZ  TUMBES,"JR. PIURA 105 CALETA LA CRUZ, LA CRUZ - TUMBES, REF. FRENTE A CTR. PANAMERICANA NORTE Y AL FRENTE DE MOTOREPUESTOS Y MULTISERVICIOS LUJAN",TUMBES,TUMBES,(01) 500 7878,-36.376.008.662.908,-80.586.921.583.879
553,LIMA / LIMA / SAN JUAN DE LURIGANCHO / JR CHINCHAYSUYO CDRA 4,JR CHINCHAYSUYO CDRA 4,"JR. CHINCHAYSUYO 468 ZARATE, SAN JUAN DE LURIGANCHO - LIMA, REF. A 1 CDRA. DE TIENDAS 3 A",LIMA,LIMA,(01) 500 7878,-120.235.790,-770.007.220
554,CAJAMARCA / CAJAMARCA / JESUS / HUARACLLA,HUARACLLA,"MZ. A LOTE S/N CP HUARACLLA - JESUS - CAJAMARCA, REF. A UNA CDRA. DE LA I.E. JOSÉ OLAYA BALANDRA.",CAJAMARCA,CAJAMARCA,(01) 500 7878,-72.328.604.675.508,-78.410.917.671.899
555,CAJAMARCA / CAJAMARCA / CAJAMARCA / HUAMBOCANCHA BAJA,HUAMBOCANCHA BAJA,"MZ. A LOTE S/N – BARRIO HUAMBOCANCHA BAJA – CAJAMARCA, REF. A UNA CDRA. DEL PARADERO DE LA P13/AL COSTADO DEL CAMPO DEPORTIVO EL PATRIARCA",CAJAMARCA,CAJAMARCA,(01) 500 7878,-7.118.417.325.098,-78.528.418.064.811
556,AREQUIPA / AREQUIPA / JACOBO HUNTER / JACOBO HUNTER,JACOBO HUNTER,"CALLE ARGENTINA # 405 - A, JACOBO HUNTER - AREQUIPA, REF. FRENTE AL CAJERO DE CAJA AREQUIPA Y ESQUINA CON EL BANCO CAJA AREQUIPA",AREQUIPA,AREQUIPA,(01) 500 7878,-1.643.913.925.543,-71.559.500.110.635
558,MADRE DE DIOS / TAHUAMANU / IBERIA / IBERIA,IBERIA,"AV. JORGE CHAVEZ MZ. H1 SUB LOTE 11-B, IBERIA - TAHUAMANU - MADRE DE DIOS, REF. A UNA CDRA. DE LA EMPRESA REAL DORADO / A UNA CDRA. Y MEDIA DE LA AV JOSE ALDAMIZ",TAHUAMANU,MADRE DE DIOS,(01) 500 7878,-11.406.554.280.783,-69.487.970.049.644
559,CUSCO / CHUMBIVILCAS / SANTO TOMAS / SANTO TOMAS,SANTO TOMAS,"CALLE BOLOGNESI MZ. 02 LT. 25, SANTO TOMAS - CHUMBIVILCAS - CUSCO, REF. A ESPALDAS DE LA POLLERIA PICO DORADO Y A MEDIA CDRA. DE LA AV SANTA BARBARA",CHUMBIVILCAS,CUSCO,(01) 500 7878,-14.450.639.460.425,-72.084.860.024.965
560,LA LIBERTAD / TRUJILLO / EL PORVENIR / AV. LAS MAGNOLIAS,AV. LAS MAGNOLIAS,"AV. LAS MAGNOLIAS MZ. 25 LT. 2A NUEVO PORVENIR, EL PORVENIR - TRUJILLO - LA LIBERTAD, REF. A UNA CDRA. DEL PODER JUDICIAL CISAJ SEDE EL PORVENIR",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.701.613.262.859,-79.011.612.049.897
561,LA LIBERTAD / TRUJILLO / HUANCHACO / OVALO HUANCHACO CO,OVALO HUANCHACO CO,"CARRETERA VIA DE EVITAMIENTO 576.2 HUANCHAQUITO ALTO - TRUJILLO - LA LIBERTAD, REF. A 1 CDRA. DE OVALO HUANCHACO / AL COSTADO DE CONDOMINIO LAS BRISAS",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.940.006.638.734,-79.097.945.741.105
562,LIMA / LIMA / SAN JUAN DE LURIGANCHO / AV CENTRAL SJL,AV CENTRAL SJL,"AV. CENTRAL MZ R9 LOTE 3 PROGRAMA CIUDAD MRCAL. CACERES, SECTOR II, BARRIO 3, GRUPO RESIDENCIAL R - SAN JUAN DE LURIGANCHO, REF. EN MEDIO DEL CRUCE CON LAS AV. EL MURO Y AMPLIACION ESTE",LIMA,LIMA,(01) 500 7878,-11.948.238.651.609,-7.697.919.847.596
563,LIMA / LIMA / SAN JUAN DE LURIGANCHO / AV. SANTA ROSA CRUCE AV. EL SOL,AV. SANTA ROSA CRUCE AV. EL SOL,"AV. SANTA ROSA DE LIMA MZ. D LT. 4 - AAHH 2 DE SETIEMBRE - SAN JUAN DE LURIGANCHO, REF. A TRES CDRAS. DEL CRUCE CON AV. EL SOL",LIMA,LIMA,(01) 500 7878,-1.198.966.604.407.680,-7.699.894.440.000.020
564,ANCASH / SANTA / NUEVO CHIMBOTE / GARATEA,GARATEA,"URB. NICOLAS GARATEA MZ. 100 LT. 24 - NUEVO CHIMBOTE - SANTA - ANCASH, REF. FRENTE AL PARADERO AUTOS N.- GARATEA",SANTA,ANCASH,(01) 500 7878,-91.184.982.806.451,-78.506.110.723.207
565,ICA / ICA / PARCONA / PARCONA,PARCONA,"CP. DE PARCONA -CERCADO (PRIMERA ETAPA) MZ. B LOTE 16 PARCONA - ICA, REF. AV. 18 DE FEBRERO Y CRUCE DE AV. NATIVIDAD PACO",ICA,ICA,(01) 500 7878,-140.474.001.492,-75.708.398.960.386
566,SAN MARTIN / TOCACHE / TOCACHE / JR  FREDY ALIAGA CO,JR  FREDY ALIAGA CO,"JR. FREDY ALIAGA N°3046 -TOCACHE - TOCACHE - SAN MARTIN, REF. AL COSTADO DEL RECREO CAMPESTRE ESTRAGOS",TOCACHE,SAN MARTIN,(01) 500 7878,-81.900.825.478.844,-76.535.472.388.443
567,AREQUIPA / AREQUIPA / CERRO COLORADO / AUTOPISTA LA JOYA,AUTOPISTA LA JOYA,"ASOC. URBANIZADORA PERUARBO SECTOR PERU ZONA I MZ. B4 LT. 4 - AUTOPISTA LA JOYA - AREQUIPA, REF. AUTOPISTA AREQUIPA - LA JOYA, A DOS CDRAS. DEL SAUNA CANDAMO",AREQUIPA,AREQUIPA,(01) 500 7878,-16.346.111.743.448,-716.060.278
568,ANCASH / SANTA / NUEVO CHIMBOTE / AV. PACÍFICO BELEN,AV. PACÍFICO BELEN,"AA.HH. BELEN MZ O LT 28 - NUEVO CHIMBOTE - SANTA - ANCASH, REF. FRENTE AL GRIFO DOXA",SANTA,ANCASH,(01) 500 7878,-91.329.718.245.368,-78.509.082.613.845
569,AREQUIPA / AREQUIPA / PAUCARPATA / AV JESUS,AV JESUS,"AV. JESÚS N° 1100 PAUCARPATA – AREQUIPA, REF. CON ESQUINA ARTURO VILLEGAS N° 101.",AREQUIPA,AREQUIPA,(01) 500 7878,-16.414.803.670.337,-71.508.945.070.551
570,AREQUIPA / AREQUIPA / YURA / YURA,YURA,"MZ. O LT. 4 ZNA 2 CIUDAD DE DIOS - YURA - AREQUIPA, REF. CARRETERA YURA",AREQUIPA,AREQUIPA,(01) 500 7878,-16.306.749.604.497,-71.615.276.458.895
572,AREQUIPA / AREQUIPA / SOCABAYA / AV. HORACIO ZEVALLOS,AV. HORACIO ZEVALLOS,"ASENTAMIENTO URBANO MUNICIPAL HORACIO ZEBALLOS GAMEZ SECTOR E MZ. 1 LT. 18 SOCABAYA - AREQUIPA, REF. AL COSTADO DEL COLEGIO JOULE Y/O 2 CDRAS. DEL PENAL DE SOCABAYA",AREQUIPA,AREQUIPA,(01) 500 7878,-164.853.889,-71.501.417.370.552
573,SAN MARTIN / TOCACHE / UCHIZA / UCHIZA,UCHIZA,"AV. LEONCIO PRADO N°524 - UCHIZA - TOCACHE - SAN MARTIN, REF. A MEDIA CDRA. DE LA PLAZA CENTRAL / FRENTE A COOPACT",TOCACHE,SAN MARTIN,(01) 500 7878,-84.599.452.725.746,-76.462.081.959.446
574,LA LIBERTAD / TRUJILLO / EL PORVENIR / JR. CAHUIDE,JR. CAHUIDE,"JR. CAHUIDE N° 342 AA.HH LA MERCED - EL PORVENIR - TRUJILLO - LA LIBERTAD, REF. A UNA CDRA. DEL ARCO DEL PORVENIR / A UNA CDRA. DE LA PARROQUIA EL BUEN PASTOR",TRUJILLO,LA LIBERTAD,(01) 500 7878,-80.861.170.633.811,-79.004.310.200.334
575,AREQUIPA / AREQUIPA / CERRO COLORADO / ASOC. NUEVO HORIZONTE - AV. 54,ASOC. NUEVO HORIZONTE - AV. 54,"NUEVO HORIZONTE MZ.H LOTE 12 - CERRO COLORADO - AREQUIPA, REF. CON AV.54 A CUATRO CDRAS. DE INKAFARMA",AREQUIPA,AREQUIPA,(01) 500 7878,-16.327.308.817.549,-715.541.667
576,LIMA / LIMA / PUENTE PIEDRA / OVALO PUENTE PIEDRA ,OVALO PUENTE PIEDRA ,"AV. MIGUEL GRAUÂ MZ. A LT. 07 Y 08 URB. SAN MARTIN DE PORRES, CERCADO PUENTE PIEDRA - LIMA, REF. ESPALDAS DE TOTTUS DE PUENTE PIEDRA",LIMA,LIMA,,-118.690.911.986.368,-770.736.756.180.273
577,LIMA / LIMA / LOS OLIVOS / AV HUANDOY CON AV CENTRAL,AV HUANDOY CON AV CENTRAL,"AV. HUANDOY MZA. 72 LTE. 54 P.J. P.M.V. “CONFRATERNIDAD” - AAHH. ENRIQUE MILLA OCHOA LOS OLIVOS - LIMA, REF. A UNA CDRA. DEL CRUCE CON AV. CENTRAL",LIMA,LIMA,(01) 500 7878,-11.957.822.256.000.800,-7.707.594.487.055.070
578,LIMA / LIMA / SANTIAGO DE SURCO / AV TOMAS MARSANO - LA BOLICHERA,AV TOMAS MARSANO - LA BOLICHERA,"AV. SANTIAGO DE SURCO Nº 4348, URBANIZACIÓN LA VIRREYNA, SANTIAGO DE SURCO - LIMA, REF. AL LADO DE INTECI SEDE SURCO",LIMA,LIMA,(01) 500 7878,-1.214.075.536.666.270,-7.699.291.252.944.770
579,LIMA / LIMA / LINCE / JR CASANOVA CON PETIT THOUARS,JR CASANOVA CON PETIT THOUARS,"JR. DOMINGO CASANOVA N°318 LINCE - LIMA, REF. CRUCE CON PETIT THOUARS",LIMA,LIMA,(01) 500 7878,-12.089.639.700.017,-77.032.406.270.598
580,LIMA / LIMA / PACHACAMAC / MANCHAY TRES MARIAS,MANCHAY TRES MARIAS,"AV. VICTOR MALASQUEZ MZ. B11 SUB-LOTE 06-A - AAHH CENTRO POBLADO RURAL LOS HUERTOS DE MANCHAY SECTOR B PACHACAMAC - LIMA, REF.  A MEDIA CDRA. DEL PARADERO ",LIMA,LIMA,(01) 500 7878,-12.114.362.937.395.400,-7.687.350.734.288.510
581,CAJAMARCA / CONTUMAZA / YONAN / TEMBLADERA  CAJAMARCA,TEMBLADERA  CAJAMARCA,"JR. BOLOGNESI S/N – TEMBLADERA - YONAN - CONTUMAZÁ - CAJAMARCA, REF. AL FRENTE DEL PARQUE VÍCTOR RAÚL HAYA DE LA TORRE",CONTUMAZA,CAJAMARCA,(01) 500 7878,-72.525.846.006.918,-79.132.860.979.091
582,AREQUIPA / CARAVELI / CHALA / CHALA,CHALA,AV. EMANCIPACION NRO. S/N MZ. 78 LT. 10. REF. A MEDIA CDRA. DEL PARQUE DEL NIÑO CHALINO,CARAVELI,AREQUIPA,(01) 500 7878,-15.849.445.506.231,-7.425.530.717.556
583,CALLAO / CALLAO / CALLAO / AV BERTELLO CALLAO,AV BERTELLO CALLAO,"AV. ALEJANDRO BERTELLO BOLLATI MZ. B LT. 20 Y 21 – URB. PROGRESIVA BAHÍA BLANCA – CALLAO - CALLAO - CALLAO, REF. FRENTE AL MERCADO COSTA AZUL",CALLAO,CALLAO,(01) 500 7878,-11.985.684.611.868.900,-7.711.583.789.999.890
584,LIMA / CAÑETE / NUEVO IMPERIAL / NUEVO IMPERIAL CO,NUEVO IMPERIAL CO,"FUNDO SANTA ADELA, MZ. A, LOTES 8 Y 9 – CARRETERA CAÑETE A YAUYOS NUEVO IMPERIAL - CAÑETE - LIMA, REF. AL COSTADO DEL RESTAURANT LA RUTA BRAVA",CAÑETE,LIMA,(01) 500 7878,-13.071.831.653.175.800,-7.633.534.999.999.450
585,JUNIN / HUANCAYO / PILCOMAYO / PILCOMAYO,PILCOMAYO,"PLAZA INDEPENDENCIA 131, PILCOMAYO - HUANCAYO - JUNÍN, REF. PLAZA PRINCIPAL DE PILCOMAYO",HUANCAYO,JUNIN,(01) 500 7878,-12.054.989.295.684,-75.254.161.844.677
586,LIMA / LIMA / PACHACAMAC / AV MANUEL VALLE,AV MANUEL VALLE,"AV. MANUEL VALLE SUB - LOTE 2 - 1, NÚMERO DE PARCELA J, PROYECTO HUERTOS DE PACHACAMAC, VALLE LURÍN - PACHACAMAC - LIMA, REF. FRENTE AL ESTUDIO DE CANAL 4 (AMERICA TELEVISIÓN)",LIMA,LIMA,(01) 500 7878,-12.232.514.555.328.400,-7.686.432.399.999.710
587,LIMA / LIMA / PUEBLO LIBRE / AV  BOLIVAR ,AV  BOLIVAR ,"AV. BOLIVAR 1097, PUEBLO LIBRE - LIMA, REF. A MEDIA CDRA. DEL CRUCE AV. GRAL. JOSÉ MARÍA EGUSQUIZA",LIMA,LIMA,(01) 500 7878,-12.072.414.855.721.500,-7.706.500.307.055.020
588,LIMA / LIMA / INDEPENDENCIA / CALLE A  CON AV INDUSTRIAL,CALLE A  CON AV INDUSTRIAL,"CALLE A, MZ. D LT. 26 URBANIZACIÓN PANAMERICANA (PRIMER PISO) INDEPENDENCIA - LIMA - LIMA, REF. A 1 CDRA. DEL CRUCE CON AV. INDUSTRIAL (LATERAL DE MEGAPLAZA)",LIMA,LIMA,(01) 500 7878,-11.992.650.999.981.800,-7.706.030.747.047.940
589,LIMA / LIMA / SAN JUAN DE MIRAFLORES / AV  SAN JUAN PAMPLONA ALTA,AV  SAN JUAN PAMPLONA ALTA,"AV. SAN JUAN MZ. 24 LT. 1, SECT. NUEVO HORIZONTE, PP. JJ PAMPLONA ALTA - SAN JUAN DE MIRAFLORES, REF. A 3 CDRAS. DEL CRUCE CON AV. SALVADOR ALLENDE",LIMA,LIMA,,-121.462.220.555.428,-769.669.646
590,JUNIN / HUANCAYO / EL TAMBO / AV CIRCUNVALACIÓN CRUCE CON MARIATEGUI,AV CIRCUNVALACIÓN CRUCE CON MARIATEGUI,"AV. CIRCUNVALACIÓN 480 T-1, EL TAMBO - HUANCAYO - JUNIN, REF. ESQUINA CON PROLONGACIÓN MARIATEGUI",HUANCAYO,JUNIN,(01) 500 7878,-12.049.266.655.779,-75.210.464.658.895
591,LIMA / LIMA / LINCE / AV JOSE LEAL CDRA 6 ,AV JOSE LEAL CDRA 6 ,"AV. CORONEL JOSÉ LEAL 648, URB. FUNDO LOBATÓN, LINCE - LINCE, REF. PARALELA A LA CDRA. 6 DE LA AV. CANEVARO",LIMA,LIMA,(01) 500 7878,-12.085.366.655.704.400,-7.704.022.637.039.470
592,CAJAMARCA / SAN MIGUEL / SAN MIGUEL / SAN MIGUEL CAJAMARCA,SAN MIGUEL CAJAMARCA,"JR. BOLOGNESI N° 717 – SAN MIGUEL – CAJAMARCA - CAJAMARCA, REF. AL COSTADO DEL COLISEO Y EL PARADERO DE LLAPA Y COCHÁN.",SAN MIGUEL,CAJAMARCA,(01) 500 7878,-70.007.791.311.052,-78.849.751.341.107
593,CAJAMARCA / SAN PABLO / SAN PABLO / SAN PABLO  CAJAMARCA,SAN PABLO  CAJAMARCA,"JR. TNT. LORENZO IGLESIA N° 910 - SAN PABLO – CAJAMARCA - CAJAMARCA, REF. A MEDIA CDRA. DEL HOSPITAL SAN PABLO",SAN PABLO,CAJAMARCA,(01) 500 7878,-71.151.079.999.997,-78.823.372.000.001
594,LORETO / MAYNAS / IQUITOS SAN JUAN BAUTISTA / AV JOSE A. QUIÑONES,AV JOSE A. QUIÑONES,"AV. JOSÉ ABELARDO QUIÑONES # 2475 SAN JUAN BAUTISTA - MAYNAS - LORETO, REF. FRENTE A LA UNIVERSIDAD CIENTÍFICA DEL PERÚ (UCP)",MAYNAS,LORETO,(01) 500 7878,-37.704.160.308.984,-73.281.970.858.895
